,Date,Open,High,Low,Close,Adj Close,Volume
27,2015-01-16,74.040001,75.32,73.839996,75.18,75.18,21791500
28,2015-01-20,75.720001,76.309998,74.82,76.239998,76.239998,22821600
29,2015-01-21,76.160004,77.300003,75.849998,76.739998,76.739998,25096700
30,2015-01-22,77.169998,77.75,76.68,77.650002,77.650002,19519500
31,2015-01-23,77.650002,78.190002,77.040001,77.830002,77.830002,16746500
32,2015-01-26,77.980003,78.470001,77.290001,77.5,77.5,19260800
33,2015-01-27,76.709999,76.879997,75.629997,75.779999,75.779999,20110000
34,2015-01-28,76.900002,77.639999,76.0,76.239998,76.239998,53306400
35,2015-01-29,76.849998,78.019997,74.209999,78.0,78.0,61293500
36,2015-01-30,78.0,78.160004,75.75,75.910004,75.910004,42649500
37,2015-02-02,76.110001,76.139999,73.75,74.989998,74.989998,41955300
38,2015-02-03,75.190002,75.580002,73.860001,75.400002,75.400002,26957700
39,2015-02-04,75.089996,76.349998,75.010002,75.629997,75.629997,20277400
40,2015-02-05,75.709999,75.980003,75.209999,75.610001,75.610001,15062600
41,2015-02-06,75.68,75.699997,74.25,74.470001,74.470001,21211000
42,2015-02-09,74.050003,74.830002,73.449997,74.440002,74.440002,16194300
43,2015-02-10,74.849998,75.339996,74.5,75.190002,75.190002,15811300
44,2015-02-11,75.089996,76.75,75.029999,76.510002,76.510002,20877400
45,2015-02-12,76.860001,76.870003,75.889999,76.230003,76.230003,17235000
46,2015-02-13,76.459999,76.480003,75.5,75.739998,75.739998,18621900
47,2015-02-17,75.300003,76.910004,75.080002,75.599998,75.599998,25254400
48,2015-02-18,75.940002,76.900002,75.449997,76.709999,76.709999,22426400
49,2015-02-19,76.989998,79.839996,76.949997,79.419998,79.419998,45851200
50,2015-02-20,79.550003,80.339996,79.199997,79.900002,79.900002,36931700
51,2015-02-23,79.959999,80.190002,78.379997,78.839996,78.839996,24139100
52,2015-02-24,78.5,79.480003,78.099998,78.449997,78.449997,18897100
53,2015-02-25,78.5,80.199997,78.5,79.559998,79.559998,25593800
54,2015-02-26,79.879997,81.370003,79.720001,80.410004,80.410004,31111900
55,2015-02-27,80.68,81.230003,78.620003,78.970001,78.970001,30739200
56,2015-03-02,79.0,79.860001,78.519997,79.75,79.75,21662500
57,2015-03-03,79.610001,79.699997,78.519997,79.599998,79.599998,18635000
58,2015-03-04,79.300003,81.150002,78.849998,80.900002,80.900002,28126700
59,2015-03-05,81.230003,81.989998,81.050003,81.209999,81.209999,27825700
60,2015-03-06,80.900002,81.330002,79.830002,80.010002,80.010002,24488600
61,2015-03-09,79.68,79.910004,78.629997,79.440002,79.440002,18925100
62,2015-03-10,78.5,79.260002,77.550003,77.550003,77.550003,23067100
63,2015-03-11,77.800003,78.43,77.260002,77.57,77.57,20215700
64,2015-03-12,78.099998,79.050003,77.910004,78.93,78.93,16093300
65,2015-03-13,78.599998,79.379997,77.68,78.050003,78.050003,18557300
66,2015-03-16,77.959999,78.120003,77.360001,78.07,78.07,19305400
67,2015-03-17,78.360001,79.779999,78.339996,79.360001,79.360001,22170000
68,2015-03-18,79.25,81.239998,79.169998,80.910004,80.910004,36912400
69,2015-03-19,81.120003,83.0,81.0,82.75,82.75,42099500
70,2015-03-20,83.389999,84.599998,83.07,83.800003,83.800003,44466300
71,2015-03-23,83.919998,84.959999,83.300003,84.43,84.43,27357300
72,2015-03-24,84.709999,86.07,84.519997,85.309998,85.309998,32576500
73,2015-03-25,85.5,85.519997,82.919998,82.919998,82.919998,37436100
74,2015-03-26,82.720001,83.769997,82.139999,83.010002,83.010002,32794800
75,2015-03-27,83.379997,83.949997,82.879997,83.300003,83.300003,18372600
76,2015-03-30,83.809998,84.339996,82.410004,83.199997,83.199997,24527700
77,2015-03-31,82.900002,83.5,82.209999,82.220001,82.220001,19734300
78,2015-04-01,82.5,82.720001,80.870003,81.669998,81.669998,22058200
79,2015-04-02,82.25,82.559998,81.440002,81.559998,81.559998,19664100
80,2015-04-06,80.800003,82.809998,80.800003,82.440002,82.440002,19062900
81,2015-04-07,82.650002,83.419998,82.220001,82.32,82.32,17467000
82,2015-04-08,82.629997,83.099998,81.839996,82.279999,82.279999,18966700
83,2015-04-09,82.5,82.800003,81.709999,82.169998,82.169998,15927300
84,2015-04-10,82.209999,82.610001,81.910004,82.040001,82.040001,12529700
85,2015-04-13,81.93,83.940002,81.919998,83.010002,83.010002,26883100
86,2015-04-14,83.169998,83.690002,82.440002,83.519997,83.519997,19634200
87,2015-04-15,83.550003,83.660004,82.269997,82.709999,82.709999,22390900
88,2015-04-16,82.470001,83.07,82.150002,82.309998,82.309998,13769700
89,2015-04-17,81.480003,82.110001,80.370003,80.779999,80.779999,24215000
90,2015-04-20,81.540001,83.150002,81.239998,83.089996,83.089996,28796800
91,2015-04-21,84.0,84.489998,83.540001,83.620003,83.620003,27171900
92,2015-04-22,84.32,84.739998,83.650002,84.629997,84.629997,45548000
93,2015-04-23,84.099998,85.589996,82.410004,82.410004,82.410004,73728100
94,2015-04-24,82.769997,82.940002,81.480003,81.529999,81.529999,29660400
95,2015-04-27,81.870003,82.93,81.629997,81.910004,81.910004,25446000
96,2015-04-28,81.830002,81.900002,80.230003,80.68,80.68,23775300
97,2015-04-29,80.010002,81.389999,79.519997,80.470001,80.470001,26430300
98,2015-04-30,80.010002,80.959999,78.32,78.769997,78.769997,28999000
99,2015-05-01,79.239998,79.760002,78.110001,78.989998,78.989998,24136400
100,2015-05-04,79.330002,79.690002,78.629997,78.809998,78.809998,14692000
101,2015-05-05,78.550003,78.800003,77.220001,77.559998,77.559998,22311300
102,2015-05-06,77.970001,78.809998,77.050003,78.099998,78.099998,28663000
103,2015-05-07,78.0,78.940002,77.559998,78.43,78.43,19749400
104,2015-05-08,79.099998,79.230003,78.029999,78.510002,78.510002,19943600
105,2015-05-11,78.480003,79.029999,77.93,78.010002,78.010002,18874100
106,2015-05-12,77.870003,77.889999,76.790001,77.459999,77.459999,21285300
107,2015-05-13,77.720001,78.529999,77.650002,78.440002,78.440002,21512300
108,2015-05-14,78.940002,81.849998,78.669998,81.370003,81.370003,49438000
109,2015-05-15,81.410004,81.519997,80.18,80.419998,80.419998,27069900
110,2015-05-18,80.330002,81.379997,80.230003,80.879997,80.879997,21613700
111,2015-05-19,81.25,81.690002,80.550003,80.629997,80.629997,17955400
112,2015-05-20,80.470001,81.099998,79.459999,80.550003,80.550003,23056900
113,2015-05-21,80.190002,80.919998,80.080002,80.480003,80.480003,13402700
114,2015-05-22,80.349998,81.309998,80.25,80.540001,80.540001,19567900
115,2015-05-26,80.43,80.599998,79.080002,79.330002,79.330002,16321300
116,2015-05-27,79.599998,80.660004,79.43,80.550003,80.550003,14160900
117,2015-05-28,80.25,81.07,80.0,80.150002,80.150002,11982000
118,2015-05-29,79.949997,80.07,78.879997,79.190002,79.190002,16134600
119,2015-06-01,79.300003,80.379997,78.660004,80.290001,80.290001,18119000
120,2015-06-02,79.760002,81.349998,79.559998,80.440002,80.440002,18923300
121,2015-06-03,81.349998,82.529999,81.25,82.440002,82.440002,31775000
122,2015-06-04,82.139999,82.949997,81.510002,82.050003,82.050003,20863900
123,2015-06-05,81.870003,82.459999,81.510002,82.139999,82.139999,16143100
124,2015-06-08,81.82,82.0,80.129997,80.669998,80.669998,16915500
125,2015-06-09,80.599998,81.190002,79.32,80.669998,80.669998,16497500
126,2015-06-10,80.830002,82.599998,80.809998,82.160004,82.160004,21531200
127,2015-06-11,82.309998,82.900002,81.360001,81.830002,81.830002,18656800
128,2015-06-12,81.370003,82.089996,81.199997,81.529999,81.529999,11417900
129,2015-06-15,80.550003,80.93,80.07,80.709999,80.709999,18805100
130,2015-06-16,80.82,81.510002,80.449997,81.059998,81.059998,13693700
131,2015-06-17,81.760002,82.220001,81.339996,81.790001,81.790001,18350300
132,2015-06-18,81.639999,83.190002,81.57,82.910004,82.910004,26782600
133,2015-06-19,82.830002,82.980003,82.120003,82.510002,82.510002,23353200
134,2015-06-22,83.410004,84.970001,83.309998,84.739998,84.739998,29383100
135,2015-06-23,84.959999,87.970001,84.760002,87.879997,87.879997,50667900
136,2015-06-24,87.660004,89.25,87.449997,88.860001,88.860001,41370200
137,2015-06-25,89.260002,89.400002,87.839996,87.980003,87.980003,27302000
138,2015-06-26,88.120003,88.339996,86.830002,88.010002,88.010002,38214600
139,2015-06-29,86.610001,87.5,85.730003,85.800003,85.800003,35957900
140,2015-06-30,86.599998,86.699997,85.57,85.769997,85.769997,23016500
141,2015-07-01,86.769997,87.949997,86.489998,86.910004,86.910004,25260000
142,2015-07-02,87.400002,87.440002,86.339996,87.290001,87.290001,16908800
143,2015-07-06,86.489998,88.190002,86.389999,87.550003,87.550003,24635900
144,2015-07-07,87.800003,87.849998,85.230003,87.220001,87.220001,33059900
145,2015-07-08,86.290001,86.75,85.449997,85.650002,85.650002,24399300
146,2015-07-09,86.730003,87.599998,85.650002,85.879997,85.879997,23307400
147,2015-07-10,87.349998,88.220001,86.769997,87.949997,87.949997,23245900
148,2015-07-13,88.660004,90.220001,88.419998,90.099998,90.099998,29976700
149,2015-07-14,90.459999,90.800003,89.650002,89.68,89.68,26627800
150,2015-07-15,90.0,90.989998,89.419998,89.760002,89.760002,30886600
151,2015-07-16,90.279999,90.860001,89.769997,90.849998,90.849998,21804100
152,2015-07-17,92.550003,95.389999,92.540001,94.970001,94.970001,54001600
153,2015-07-20,95.849998,98.599998,95.360001,97.910004,97.910004,54860500
154,2015-07-21,98.949997,99.239998,97.139999,98.389999,98.389999,39453300
155,2015-07-22,96.739998,97.580002,95.919998,97.040001,97.040001,28299500
156,2015-07-23,96.959999,97.449997,94.809998,95.440002,95.440002,29418800
157,2015-07-24,97.349998,97.760002,95.879997,96.949997,96.949997,33444900
158,2015-07-27,96.580002,96.610001,93.830002,94.169998,94.169998,38585400
159,2015-07-28,94.839996,95.559998,93.309998,95.290001,95.290001,35236000
160,2015-07-29,96.32,97.279999,94.739998,96.989998,96.989998,64648300
161,2015-07-30,94.910004,95.809998,91.800003,95.209999,95.209999,86211300
162,2015-07-31,94.949997,96.330002,93.949997,94.010002,94.010002,46509000
163,2015-08-03,93.529999,95.080002,92.800003,94.139999,94.139999,29343100
164,2015-08-04,93.790001,94.730003,93.330002,94.059998,94.059998,20136000
165,2015-08-05,95.25,97.089996,95.18,96.440002,96.440002,29813200
166,2015-08-06,97.18,98.739998,94.419998,95.120003,95.120003,42271300
167,2015-08-07,95.379997,95.400002,93.610001,94.300003,94.300003,23199100
168,2015-08-10,95.68,95.900002,93.629997,94.150002,94.150002,21624200
169,2015-08-11,93.730003,94.760002,92.900002,93.620003,93.620003,22491000
170,2015-08-12,92.699997,94.440002,91.190002,94.190002,94.190002,27050500
171,2015-08-13,94.050003,94.730003,93.349998,93.43,93.43,17451800
172,2015-08-14,93.540001,94.720001,93.209999,94.419998,94.419998,15929700
173,2015-08-17,94.419998,94.459999,93.389999,93.93,93.93,18313500
174,2015-08-18,94.080002,95.849998,94.040001,95.169998,95.169998,22278800
175,2015-08-19,94.629997,96.099998,94.160004,95.309998,95.309998,23251300
176,2015-08-20,93.540001,94.769997,90.459999,90.559998,90.559998,44598200
177,2015-08-21,87.519997,89.18,85.610001,86.059998,86.059998,62778700
178,2015-08-24,77.029999,82.089996,72.0,82.089996,82.089996,83710700
179,2015-08-25,86.949997,87.669998,83.0,83.0,83.0,52021200
180,2015-08-26,85.949997,87.459999,83.260002,87.190002,87.190002,45124300
181,2015-08-27,89.099998,90.059998,87.190002,89.730003,89.730003,42431400
182,2015-08-28,89.879997,91.480003,89.790001,91.010002,91.010002,33215900
183,2015-08-31,90.599998,91.050003,88.889999,89.43,89.43,32850700
184,2015-09-01,86.849998,89.389999,86.5,87.230003,87.230003,36097400
185,2015-09-02,88.809998,89.889999,87.629997,89.889999,89.889999,27190500
186,2015-09-03,89.760002,89.82,87.730003,88.150002,88.150002,27048200
187,2015-09-04,87.199997,88.389999,86.699997,88.260002,88.260002,27328700
188,2015-09-08,89.690002,90.239998,88.830002,89.529999,89.529999,27012500
189,2015-09-09,90.779999,91.980003,90.169998,90.440002,90.440002,32551100
190,2015-09-10,90.07,92.059998,89.629997,91.980003,91.980003,26437400
191,2015-09-11,91.68,92.080002,91.129997,92.050003,92.050003,21185000
192,2015-09-14,92.309998,92.620003,91.599998,92.309998,92.309998,20127900
193,2015-09-15,92.370003,93.25,91.790001,92.900002,92.900002,18859400
194,2015-09-16,92.900002,93.599998,92.629997,93.449997,93.449997,16321200
195,2015-09-17,93.370003,95.510002,92.900002,94.339996,94.339996,27841800
196,2015-09-18,93.199997,95.190002,93.050003,94.400002,94.400002,62300000
197,2015-09-21,94.620003,96.489998,94.519997,95.550003,95.550003,28790000
198,2015-09-22,93.769997,94.68,91.919998,92.959999,92.959999,36888900
199,2015-09-23,93.400002,94.32,92.800003,93.970001,93.970001,21701400
200,2015-09-24,93.059998,94.769997,92.239998,94.410004,94.410004,29106000
201,2015-09-25,95.790001,95.849998,92.059998,92.769997,92.769997,28961600
202,2015-09-28,92.080002,92.290001,88.18,89.209999,89.209999,41199900
203,2015-09-29,89.099998,90.059998,85.720001,86.669998,86.669998,42281800
204,2015-09-30,88.440002,90.019997,88.010002,89.900002,89.900002,36169100
205,2015-10-01,90.050003,90.949997,88.360001,90.949997,90.949997,29283700
206,2015-10-02,88.900002,92.199997,88.370003,92.07,92.07,37881700
207,2015-10-05,92.940002,94.269997,92.660004,94.010002,94.010002,27292500
208,2015-10-06,94.080002,94.169998,92.339996,92.800003,92.800003,22172800
209,2015-10-07,93.110001,93.660004,91.370003,92.400002,92.400002,24129300
210,2015-10-08,91.889999,93.220001,90.470001,92.470001,92.470001,27290500
211,2015-10-09,92.900002,93.739998,92.239998,93.239998,93.239998,20012900
212,2015-10-12,93.32,94.599998,92.669998,94.260002,94.260002,18449600
213,2015-10-13,93.660004,95.370003,93.550003,94.120003,94.120003,19480300
214,2015-10-14,94.080002,95.199997,93.610001,94.07,94.07,19253400
215,2015-10-15,94.989998,96.300003,94.900002,95.959999,95.959999,27557500
216,2015-10-16,96.18,97.589996,95.349998,97.540001,97.540001,25412900
217,2015-10-19,97.18,98.57,96.919998,98.470001,98.470001,23729900
218,2015-10-20,98.730003,99.589996,96.559998,97.0,97.0,30881800
219,2015-10-21,97.370003,98.18,96.470001,97.110001,97.110001,21917800
220,2015-10-22,97.790001,99.730003,97.550003,99.669998,99.669998,26392100
221,2015-10-23,101.910004,102.849998,100.160004,102.190002,102.190002,42809700
222,2015-10-26,102.199997,103.809998,101.550003,103.769997,103.769997,25961200
223,2015-10-27,102.940002,104.099998,102.400002,103.699997,103.699997,23795500
224,2015-10-28,103.900002,104.480003,102.919998,104.199997,104.199997,24081500
225,2015-10-29,103.959999,105.120003,103.519997,104.879997,104.879997,20316700
226,2015-10-30,104.510002,104.720001,101.650002,101.970001,101.970001,33487100
227,2015-11-02,101.720001,103.470001,101.18,103.309998,103.309998,24003900
228,2015-11-03,103.220001,103.650002,102.400002,102.580002,102.580002,21242300
229,2015-11-04,103.190002,104.139999,102.480003,103.940002,103.940002,43469300
230,2015-11-05,108.800003,110.650002,107.949997,108.760002,108.760002,63232900
231,2015-11-06,108.040001,108.739998,105.910004,107.099998,107.099998,35084300
232,2015-11-09,107.0,108.25,105.860001,106.489998,106.489998,26383500
233,2015-11-10,105.959999,108.150002,105.239998,107.910004,107.910004,25031700
234,2015-11-11,108.269997,109.870003,107.110001,109.010002,109.010002,25057100
235,2015-11-12,108.480003,109.389999,108.0,108.019997,108.019997,20924700
236,2015-11-13,107.709999,108.25,103.830002,103.949997,103.949997,30278400
237,2015-11-16,103.32,104.169998,100.470001,104.040001,104.040001,49309200
238,2015-11-17,104.620003,106.199997,104.139999,105.129997,105.129997,26807200
239,2015-11-18,105.800003,107.879997,105.389999,107.769997,107.769997,23836500
240,2015-11-19,107.360001,107.730003,105.949997,106.260002,106.260002,25520600
241,2015-11-20,106.839996,107.870003,106.620003,107.32,107.32,22129600
242,2015-11-23,107.190002,107.470001,106.080002,106.949997,106.949997,19897200
243,2015-11-24,106.0,106.489998,104.389999,105.739998,105.739998,23577300
244,2015-11-25,106.330002,106.599998,105.099998,105.410004,105.410004,15150800
245,2015-11-27,105.779999,105.959999,104.860001,105.449997,105.449997,5913100
246,2015-11-30,105.839996,106.099998,103.75,104.239998,104.239998,20383200
247,2015-12-01,104.830002,107.150002,104.5,107.120003,107.120003,22781900
248,2015-12-02,107.0,107.919998,105.790001,106.07,106.07,24429100
249,2015-12-03,106.269997,106.849998,103.349998,104.379997,104.379997,23236500
250,2015-12-04,104.809998,107.730003,104.110001,106.18,106.18,21224700
251,2015-12-07,106.480003,106.830002,104.660004,105.610001,105.610001,15474900
252,2015-12-08,104.0,106.910004,103.949997,106.489998,106.489998,20401800
253,2015-12-09,106.18,106.440002,103.550003,104.599998,104.599998,23517300
254,2015-12-10,105.050003,106.400002,104.410004,105.419998,105.419998,17454300
255,2015-12-11,104.150002,104.339996,101.910004,102.120003,102.120003,26427700
256,2015-12-14,102.290001,104.739998,101.459999,104.660004,104.660004,24648100
257,2015-12-15,105.300003,105.800003,104.279999,104.550003,104.550003,21764300
258,2015-12-16,105.370003,107.089996,104.190002,106.790001,106.790001,22680500
259,2015-12-17,107.489998,107.75,106.129997,106.220001,106.220001,21675700
260,2015-12-18,106.080002,106.589996,103.970001,104.040001,104.040001,35994200
261,2015-12-21,104.910004,105.150002,103.599998,104.769997,104.769997,16138800
262,2015-12-22,105.220001,105.660004,104.809998,105.510002,105.510002,14597100
263,2015-12-23,105.889999,106.110001,103.860001,104.629997,104.629997,19599700
264,2015-12-24,104.739998,105.32,104.5,105.019997,105.019997,6501800
265,2015-12-28,105.019997,105.980003,104.529999,105.93,105.93,13069700
266,2015-12-29,106.419998,107.739998,106.25,107.260002,107.260002,17179900
267,2015-12-30,107.0,107.25,106.059998,106.220001,106.220001,13115000
268,2015-12-31,106.0,106.169998,104.620003,104.660004,104.660004,18391100
269,2016-01-04,101.949997,102.239998,99.75,102.220001,102.220001,37912400
270,2016-01-05,102.889999,103.709999,101.669998,102.730003,102.730003,23258200
271,2016-01-06,101.129997,103.769997,100.900002,102.970001,102.970001,25096200
272,2016-01-07,100.5,101.43,97.300003,97.919998,97.919998,45172900
273,2016-01-08,99.879997,100.5,97.029999,97.330002,97.330002,35402300
274,2016-01-11,97.910004,98.599998,95.389999,97.510002,97.510002,29932400
275,2016-01-12,99.0,99.959999,97.550003,99.370003,99.370003,28395400
276,2016-01-13,100.580002,100.580002,95.209999,95.440002,95.440002,33410600
277,2016-01-14,95.849998,98.870003,92.449997,98.370003,98.370003,48658600
278,2016-01-15,93.980003,96.379997,93.540001,94.970001,94.970001,46132800
279,2016-01-19,96.529999,97.419998,93.919998,95.260002,95.260002,30998300
280,2016-01-20,92.830002,95.0,89.370003,94.349998,94.349998,59051400
281,2016-01-21,94.910004,95.989998,92.620003,94.160004,94.160004,30518900
282,2016-01-22,96.410004,98.07,95.489998,97.940002,97.940002,30495400
283,2016-01-25,98.720001,99.480003,96.93,97.010002,97.010002,32482000
284,2016-01-26,97.760002,97.879997,95.660004,97.339996,97.339996,26877100
285,2016-01-27,97.790001,97.849998,94.230003,94.449997,94.449997,58699400
286,2016-01-28,107.199997,110.339996,104.809998,109.110001,109.110001,107475300
287,2016-01-29,108.989998,112.839996,108.839996,112.209999,112.209999,62739500
288,2016-02-01,112.269997,115.720001,112.010002,115.089996,115.089996,46132700
289,2016-02-02,114.800003,117.589996,113.199997,114.610001,114.610001,59778600
290,2016-02-03,115.269997,115.339996,109.75,112.690002,112.690002,56919300
291,2016-02-04,111.800003,111.940002,109.25,110.489998,110.489998,38890200
292,2016-02-05,109.510002,109.580002,103.18,104.07,104.07,76894700
293,2016-02-08,100.410004,102.68,97.459999,99.75,99.75,71229700
294,2016-02-09,97.139999,102.400002,96.82,99.540001,99.540001,62709000
295,2016-02-10,101.550003,103.25,100.239998,101.0,101.0,45179400
296,2016-02-11,99.599998,105.110001,98.879997,101.910004,101.910004,43670600
297,2016-02-12,103.739998,104.239998,101.089996,102.010002,102.010002,36176800
298,2016-02-16,103.800003,103.93,100.239998,101.610001,101.610001,45687200
299,2016-02-17,102.019997,105.720001,100.400002,105.199997,105.199997,44073400
300,2016-02-18,105.800003,106.0,103.029999,103.470001,103.470001,29593500
301,2016-02-19,102.550003,105.019997,102.059998,104.57,104.57,32404500
302,2016-02-22,105.489998,108.25,105.339996,107.160004,107.160004,35709700
303,2016-02-23,106.849998,107.470001,105.120003,105.459999,105.459999,25319300
304,2016-02-24,104.209999,106.949997,102.739998,106.879997,106.879997,34412400
305,2016-02-25,107.110001,108.07,105.610001,108.07,108.07,29906300
306,2016-02-26,108.699997,109.449997,107.160004,107.919998,107.919998,26686200
307,2016-02-29,107.599998,108.910004,106.75,106.919998,106.919998,32779000
308,2016-03-01,107.830002,109.82,107.599998,109.82,109.82,26817300
309,2016-03-02,109.68,110.550003,108.769997,109.949997,109.949997,25670200
310,2016-03-03,110.25,110.300003,108.540001,109.580002,109.580002,21353100
311,2016-03-04,110.050003,110.050003,107.93,108.389999,108.389999,24938900
312,2016-03-07,108.07,108.07,104.720001,105.730003,105.730003,31436400
313,2016-03-08,104.779999,107.370003,104.400002,105.93,105.93,25617000
314,2016-03-09,106.699997,107.510002,105.489998,107.510002,107.510002,20493300
315,2016-03-10,107.910004,108.660004,105.769997,107.32,107.32,24854300
316,2016-03-11,108.480003,109.419998,107.919998,109.410004,109.410004,20697600
317,2016-03-14,109.279999,110.330002,108.769997,109.889999,109.889999,17249400
318,2016-03-15,109.110001,110.830002,108.839996,110.669998,110.669998,17618500
319,2016-03-16,110.489998,112.5,110.099998,112.18,112.18,24744800
320,2016-03-17,112.150002,112.690002,110.730003,111.019997,111.019997,24241200
321,2016-03-18,111.559998,112.419998,110.269997,111.449997,111.449997,36256900
322,2016-03-21,111.660004,112.370003,111.029999,111.849998,111.849998,18448000
323,2016-03-22,111.360001,112.879997,111.169998,112.25,112.25,19001100
324,2016-03-23,112.010002,113.190002,112.0,112.540001,112.540001,18562000
325,2016-03-24,112.129997,113.089996,111.68,113.050003,113.050003,17839100
326,2016-03-28,113.32,114.589996,112.949997,113.690002,113.690002,21351800
327,2016-03-29,113.830002,116.32,113.639999,116.139999,116.139999,29825300
328,2016-03-30,116.730003,116.989998,114.360001,114.699997,114.699997,33235200
329,2016-03-31,114.699997,115.010002,113.769997,114.099998,114.099998,21207500
330,2016-04-01,113.75,116.169998,113.349998,116.059998,116.059998,24760500
331,2016-04-04,114.07,114.550003,111.610001,112.550003,112.550003,48487900
332,2016-04-05,112.110001,113.32,111.900002,112.220001,112.220001,22962400
333,2016-04-06,112.470001,113.809998,112.419998,113.709999,113.709999,20814600
334,2016-04-07,113.790001,114.889999,113.07,113.639999,113.639999,20714500
335,2016-04-08,114.25,114.330002,109.900002,110.629997,110.629997,48497800
336,2016-04-11,110.699997,110.910004,108.769997,108.989998,108.989998,39762300
337,2016-04-12,109.339996,111.160004,108.989998,110.610001,110.610001,26248100
338,2016-04-13,112.230003,112.650002,106.519997,110.510002,110.510002,88227400
339,2016-04-14,110.620003,112.040001,110.260002,110.839996,110.839996,28473300
340,2016-04-15,110.790001,110.970001,109.199997,109.639999,109.639999,20922800
341,2016-04-18,109.739998,110.809998,109.199997,110.449997,110.449997,21167200
342,2016-04-19,111.099998,112.449997,109.160004,112.290001,112.290001,30210500
343,2016-04-20,112.43,113.269997,111.559998,112.419998,112.419998,21027900
344,2016-04-21,112.550003,114.040001,112.309998,113.440002,113.440002,20875200
345,2016-04-22,111.209999,111.75,109.010002,110.559998,110.559998,38458200
346,2016-04-25,109.870003,110.669998,109.07,110.099998,110.099998,21017900
347,2016-04-26,110.489998,110.5,108.150002,108.760002,108.760002,22521500
348,2016-04-27,107.940002,108.940002,106.309998,108.889999,108.889999,52213100
349,2016-04-28,119.580002,120.790001,116.230003,116.730003,116.730003,87110100
350,2016-04-29,116.82,117.839996,115.839996,117.580002,117.580002,37140600
351,2016-05-02,117.830002,118.730003,116.57,118.57,118.57,28095200
352,2016-05-03,117.519997,118.160004,117.019997,117.43,117.43,24117500
353,2016-05-04,116.610001,118.300003,116.57,118.059998,118.059998,23448400
354,2016-05-05,118.040001,118.980003,117.25,117.809998,117.809998,22056700
355,2016-05-06,117.160004,119.639999,117.110001,119.489998,119.489998,26395600
356,2016-05-09,119.540001,120.279999,118.900002,119.239998,119.239998,21138100
357,2016-05-10,119.620003,120.5,119.0,120.5,120.5,23220000
358,2016-05-11,120.410004,121.080002,119.419998,119.519997,119.519997,22038400
359,2016-05-12,119.980003,120.839996,118.900002,120.279999,120.279999,22035500
360,2016-05-13,120.379997,120.639999,119.68,119.809998,119.809998,18124300
361,2016-05-16,119.379997,119.610001,117.349998,118.669998,118.669998,31247800
362,2016-05-17,118.82,119.010002,117.199997,117.349998,117.349998,21328600
363,2016-05-18,116.800003,118.269997,116.730003,117.650002,117.650002,21642300
364,2016-05-19,117.050003,117.489998,115.879997,116.809998,116.809998,20544100
365,2016-05-20,116.959999,117.989998,116.949997,117.349998,117.349998,18944800
366,2016-05-23,117.419998,117.599998,115.940002,115.970001,115.970001,20441000
367,2016-05-24,116.239998,117.730003,116.120003,117.699997,117.699997,20183600
368,2016-05-25,118.129997,118.669998,117.379997,117.889999,117.889999,20019800
369,2016-05-26,118.239998,119.760002,117.919998,119.470001,119.470001,18481300
370,2016-05-27,119.559998,119.849998,119.010002,119.379997,119.379997,13493600
371,2016-05-31,119.459999,120.099998,118.120003,118.809998,118.809998,23547600
372,2016-06-01,118.5,119.080002,117.82,118.779999,118.779999,15029500
